id,title,content,tags
9106,Sensors for identifying stacked books,"I am working on a robotics application that involves moving objects (e.g. books) between several (around 10) stacks. To measure the performance, I'd like to be able to measure which book is located on each of the stacks. The order is not important I just want to know if a book is on one of the stacks. 
The stacks are separated by at least one meter and the height of the stacks is less than 30cm (< 8 Books). 
If have thought of putting an RFID card in every book and fixing RFID readers above (or below) the stack positions. Several readers could be attached via SPI or I2C to some arduinos or RPis. 
What to you think about this approach? Is there a simpler way? Could someone maybe recommend a sensor that could solve this problem? 
// Update:
I can modify the books (e.g. add a QR-Marker) to some extent, but can't guarantee that the orientation on the stack is fixed. 
",untagged
9111,How to make a Raspberry Pi?,"I'm currently a robotics hobbyist and am full fledged in Arduino and I have used the Raspberry Pi to make some robots and PCs. Currently, I am thinking of making my own Raspberry Pi, from scratch, on a breadboard or a PCB or something. I surfed the web quite a bit and I did not get the answer I was hoping for. By making a Pi, I mean like instead of buying an Arduino, I can make one myself by buying the Atmega328, Crystal oscillators, etc. I am asking for this because my school requires me to do a project in which I make a computer or a gaming console or something like that and I would hate to look at the disappointed face of the tester all because I just bought a Pi , an connected some devices to it. Thanks in advance!
",arduino raspberry-pi
9114,Simple equation to calculate needed motor torque,"Suppose I have a DC motor with an arm connected to it (arm length = 10cm, arm weight = 0), motor speed 10rpm.
If I connect a 1Kg weight to the very end of that arm, how much torque is needed for the motor to do a complete 360 spin, provided the motor is placed horizontally and the arm is vertical?
Is there an simple equation where I can input any weight and get the required torque (provided all other factors remain the same)?
",motor torque
9115,"Sphero's logic, how does it work","I'm willing to make my first robot, and I'd like to make one similar to the Sphero.
I know I have to add 2 motors in it, and make it work as a hamster ball, but I don't understand how I can make it rotate on the x axis aswell and not only on the y axis, if we assume that the y one is in front of the robot and the x one on its sides.
Any ideas?
",design two-wheeled
9119,Weird behaviour with a Create2 connected via XBEE,"This is not really a problem but something strange is going on.
When Create2 is connected to a PC via the USB original connector lead, when you start-up the computer the Create2 is activated by the Baud Rate Change (BRC) pulling to ground. If I understand correctly, normal behaviour.
My Create2 is connected to a XBEE via a buck converter, I added a switch so the buck converter and the XBEE should not drain the battery continuously so as mentioned in the specs.
I followed the Bluetooth pdf for the connections, its working well for sending commands but I still just have a few problems with streaming the return data but that will be resolved.
But now, with the XBEE switched off my Create2 still activates when I start-up my PC, how is that possible, how can the BRC be pulled to ground?
There can be no communication between the PC XB and the Create2 XB since the Create2 XB is switched off, only the PC XB is switched on when starting the computer.
Its not a problem, its just that I am puzzled. Can anyone explain why this is happening?
",irobot-create
9124,Choosing stepper motor for hand,"I'm developing a robotic hand, and decided to place motors inside joints (as in picture) and I'm stuck with finding a stepper motor that can fit there. Approximate size of motor body is radius - 10mm, length - 10 mm. 
Any suggestions?

",stepper-motor
9129,How to compute the error function in graph SLAM for 3D poses?,"Given a pose $x_i = (t_i, q_i)$ with translation vector $t_i$ and rotation quaternion $q_i$ and a transform between poses $x_i$ and $x_j$ as $z_{ij} = (t_{ij}, q_{ij})$ I want to compute the error function $e(x_i, x_j) = e_{ij}$, which has to be minimized like this to yield the optimal poses $X^* = \{ x_i \}$:
$$X^* = argmin_X \sum_{ij} e_{ij}^T \Sigma^{-1}_{ij} e_{ij}$$
A naive approach would look like this:
$$ e_{ij} = z_{ij} - f(x_i,x_j) $$
where $z_{ij}$ is the current measurement of the transform between $x_i$ and $x_j$ and $f$ calculates an estimate for the same transform. Thus, $e_{ij}$ simply computes the difference of translations and difference of turning angles:
$$ e_{ij} = \begin{pmatrix} t_{ij} - t_j - t_i \\\ q_{ij} (q_j q_i^{-1})^{-1} \end{pmatrix} $$
Is there anything wrong with this naive approach? Am I missing something?
",slam errors
9130,Choosing the state vector for an EKF,"Could someone help me understand the logic behind choosing a particular state space vector for an EKF?
Context: Say there is a 4 wheeled robot that operates only in 2D. It is equipped with an inertial unit (a/g/m) and wheel encoders (I understand that these alone might not satisfy accuracy constraints, but consider this as a hypothetical case).
Now, some literature has the state as [q, x, y, vx, vy]' while a few others as [q, q_dot, x, y, vx, vy]'. My question is, what is the advantage with having certain 'rate terms' as opposed to only the normal parameters? Also, what about including bias terms in there?
How do I go about selecting an appropriate state space vector for any use-case (in general)? Is there a set of intuitive/mathematical steps to consider/follow?
Thanks!
",wheeled-robot kalman-filter ekf pose
9132,Find orientation through Transformation matrix,"I have a robot with 3 rotational joints that I am trying to simulate in a program I am creating. So I have 4 frames, one base frame, and each joint has a frame. I have 3 transformation functions to go from frame 1 or 2 or 3 to frame 0.
By using the transformation matrix, I want to know how much each frame has been rotated (by the X,Y and Z axis) compared with the base frame. Any suggestions?
The reason I want this is because I have made some simple 3D shapes that represent each joint. By using the DH parameters I made my transformation matrices. When ever I change my  (it does not mater how the  changes, it just does), I want the whole structure to update. I take the translation from the last column. Now I want to get the rotations.
",robotic-arm dh-parameters
9135,Freewheel diode / capacitor with this board?,"With DC motors, it is common to put a freewheel diode and/or a capacitor in order to protect the equipment as the motor can induce current into the system.
I plan to use this board to control a 24V DC motor with a Arduino-like microcontroler. In an example in their documentation, they don't put such protection, so I wanted to know if it's unsafe, or is it that the board already protects the system?
The example in question:

",arduino motor protection
9139,Can I control iRobot Create 2 with NI myRIO and LabVIEW codes?,"I need to know if the iRobot Create 2 can be controlled with a NI myRIO that has been programmed through LabVIEW. 
The goal is to program an autonomous robot for real-time tracking using a Kinect sensor. 
",mobile-robot irobot-create labview
9143,How is homotopy used in planning algorithms?,"What is an intuitive understanding for homotopy?  At what stage is homotopy (I understand it as stretching or bending of path) in a planning algorithm?  Is homotopy involved, for example, while implementing an algorithm like RRT?
",motion-planning rrt
9144,Making a car go straight,"I'm trying to work a car that's being controlled by an Arduino. I'm using the following chassis: New 2WD car chassis DC gear motor, wheels easy assembly and expansion and an L298N motor driver.
The problem is that it's hard to make the car go straight. Giving the same PWM value to the motors still makes them spin in different speeds, trying to calibrate the value is hard and every time I recharge my batteries the value changes.
What are my options on making the car go straight when I want (well, sometimes I'll want to turn it around of course)?
I've thought about using an encoder but I wish to avoid that since it will complicate the whole project, is there any other viable option? and even when using an encoder, Does it means I will need to keep track all the time and always adjust the motors value continuously? is there some built-in library for that?
",arduino wheeled-robot calibration two-wheeled
9145,List of books similar to Thrun's Probabilistic Robotics for robot mechanics and manipulation,"What?
Put together here a list of books (like the one for C/C++ on StackOverflow) that are spiritually similar to Sebastian Thrun's Probabilistic Robotics for robotic manipulation and mechanics.
Why?
Thrun's book is a wonderful resource for implementable algorithms while also dealing with the mathematics/theory behind them. In somewhat similar vein for robotic mechanics there is ""A Mathematical Introduction to Robotic Manipulation - S.Sastry, Z.Li and R.Murray"" which has a lot of mathematical/theoretical content. What is missing however in this book are the algorithms concerned with how should/would one go about implementing the theoretical stuff.
Requirements

Ideally list books dealing with diverse areas of robotics.
The books have to present algorithms like what Thrun does in his book.
Algorithms presented have to be language agnostic and as much as possible not be based on packages like MATLAB in which case they should be categorized appropriately.

",kinematics inverse-kinematics algorithm dynamics books
9152,Inverse kinematics after calibration,"I am working on a 6DOF robot arm project and I have one big question. When I first derived the inverse kinematics (IK) algorithm after decoupling (spherical wrist), I could easily get the equations based on nominal DH values, where alpha are either 0 or 90 degrees and there are many zeros in $a_i$ and $d_i$. However, after kinematics calibration, the identified DH parameters are no longer ideal ones with a certain small, but non-zero, bias added to the nominal values. 
So my question is, can the IK algorithm still be used with the actual DH parameters? If yes, definitely there will be end-effector errors in actual operation. If not, how should I change the IK algorithm? 
P.S. I am working on a modular robot arm which means the DH bias could be bigger than those of traditional robot arms. 
",inverse-kinematics calibration
9155,How to import catia assembly to Matlab. Simmechanics,"In catia .stl format is available only for part file not for assembly file. Please help how to import asembly in simmechanics
.CATProduct to .stl
Or Is there any other way to do?
",matlab
9157,regarding finding out sensor,"I am looking for a sensor which is able to read the displayed data from a LCD display (4 digits). The output of this sensor must be fetched to a  microcontroller.
Can anyone suggest me such sensor please soon?
",sensors hall-sensor
9159,Multi-Rate Sensor Fusion using EKF,"Context: I have an IMU(a/g/m) + Wheel Odometry measurement data that I'm trying to fuse in order to localize a 2D (ackermann drive) robot.
The state vector .
I'm using the odometry data to propagate the state through time (no control input).
The update step includes the measurement vector Z = [x_odo y_odo yaw_imu].
I have two questions:
1.Does it make sense to use the odometry data(v_linear, omega) in both the prediction as well as update steps?
2.How do I account for the frequency difference between the odometry data(10Hz) and the imu data(40Hz)? Do I run the filter at the lower frequency, do I dynamically change the matrix sizes or is there any other way?
Thanks!
",localization wheeled-robot imu ekf odometry
9161,Robot autonomous variable terrain with yaw sensor,"I am programming a robot to drive over variable terrain obstacles autonomously. The variable terrain could potentially knock the robot off of its initial heading, but I would like to design an autonomous sequence to correct for any change in direction. I am using a very accurate sensor with compass and yaw. What is the best way to have it correct for any changes and maintain its heading? Side to side motion does not have to stay perfect, but the heading needs to stay the same.We are currently correcting it by overpowering one side of the wheels (depending on direction of correction needed) until the heading is correct again, but this seems to be a slightly antiquated method, so I'm looking for a cleaner and more smooth method.
",compass automation
9163,Making a VEX central controller,"Is there any way to make the central controller for all VEX parts without using the VEX Cortex (or anything by VEX)? 
I am wondering whether you can make your own custom controller for VEX parts.
",vex
9167,Check collision between robot and environment in OpenRAVE,"I have a robot arm in an environment. How can I check for collision between this robot arm and the environment?
",robotic-arm motion-planning python
9168,memory as a benchmarking criteria for motion planning algorithm,"Are there still applications where memory is still a criteria with respect to motion planning algorithms. Are memory efficient motion planning algorithms still relevant?
",mobile-robot quadcopter motion-planning
9169,PID Control: Integral error does not converge to zero,"Good day,
I had been recently reading up more on PID controllers and stumbled upon something called integral wind up. I am currently working on an autonomous quadcopter concentrating at the moment on PID tuning. I noticed that even with the setpoint of zero degrees reached in this video, the quadcopter would still occasionally overshoot a bit:  
Here is the corresponding data testing the roll axis:

I noticed that the I-error does not converge to zero and continues to increase:


Is this the integral wind-up?
What is the most effective way to resolve this?

I have seen many implementations mainly focusing on limiting the output of the system by means of saturation. However I do not see this bringing the integral error eventually back to zero once the system is stable.
Here is my current code implementation with the setpoint of 0 degrees:

",control quadcopter pid stability tuning
9171,Plotting location using wheel encoder data,"Context: I am working with the SFU Mountain Dataset []
The UGV image - via the SFU Mountain Dataset website:

I have used the following state update equations (Husky A200 - differential drive)
State Update - from Prob. Robotics, Thrun et. al 


After plotting the x and y positions based on just the wheel encoder data (v_fwd and w -> the dataset provides these directly, instead on the vr and vl), the curve seems to be quite weird and unexpected.
Wheel Odometry Data - 
Blue - Wheel Odom  |  Red - GPS

Actual path!

Question: Is the above curve expected (considering the inaccuracy of wheel odometry) or is there something I'm missing? If the wheel encoder data is that bad, will an EKF (odom + imu) even work?
PS: I'm not worried about the EKF (update step) just as yet. What concerns me more is the horrible wheel odometry data.
",localization wheeled-robot ekf odometry differential-drive
9174,What kind of sensor I can use to identify which fruit it is (like mango or apple)?,"What kind of sensor I can use to identify which fruit it is (like mango or apple). Moreover, is there any sensor to identify different varieties of apples or mangoes. 
",sensors
9175,What is the best way to attach a 3D printed part to a servo for robotics use?,"I am trying to make custom parts that fit directly onto a servo. Doing this has proved more difficult than I've expected so far.
I was hoping to avoid incorporating the provided servo horns into the 3D printed part, so I've been trying this method out. Below are images of my current test - a 3D printed attachment to the servo, with an indentation for an M3 nut (the servo accepts an M3 bolt) for attachment to the servo. The plastic ring doesn't have the spline (I can't print that level of detail I think) but is tight around it. The top piece attaches to a 3/8"" nut for use with the 3/8"" threaded rod I had laying around.


So far, I'm having difficulty of this setup working with any level for torque and not just spinning in place.
So... is this the correct approach? Am I going to have to design a piece with the servo horn inside of it to get the servo to connect? Are there better approaches I haven't considered?
",servos 3d-printing
9180,How does information gain based exploration differ from frontier based?,"I've recently come across the concept of using information gain (or mutual information criteria) as a metric for minimizing entropy on a map to aid in robotic exploration. I have somewhat of a basic question about it. 
A lot of papers that talk about minimizing entropy consider an example case of something like a laser scanner and try to compute the 'next best pose' so that the maximum entropy reduction is achieved. Usually this is mentioned like ""information gain based approaches help finding the best spot to move the robot such that the most entropy is minimized using raycasting techniques, as opposed to frontier based exploration which is greedy"" etc. But I don't understand what the underlying reason is for information gain/entropy based exploration being better. 
Let's say a robot in a room with three walls and open space in front. Because of range limitations, it can only see two walls: so in frontier based exploration, the robot has two choices; move towards the third wall and realize it's an obstacle, or move towards the open space and keep going. How does an information gain based method magically pick the open space frontier over the wall frontier? When we have no idea what's beyond our frontiers, how can raycasting even help?
",mapping exploration information-gain
9183,EKF SLAM (prediction of new landmarks),"Prediction of new landmarks are commonly expressed as:

However this is only true for point landmarks. What if I am extracting line feature?
",slam ekf
9185,Which ultrasonic sensor can be used for detecting hydraulic flow?,"I am looking to make a non contact hydraulic flow meter. I was wondering, which ultrasonic sensor to use? I don't have any specific ideas on how to go forward. Are there any articles or documented builds out there about this subject?
",ultrasonic-sensors
9186,Using genetic algorithm for tuning controllers,"I've read some papers for controlling nonlinear systems (e.g. nonlinear pendulum). There are several approaches for targeting nonlinear systems. The most common ones are feedback linearizaing, backstepping, and sliding mode controllers. 
In my case, I've done the theoretical and practical parts of controlling nonlinear model of a simple pendulum plus other manipulators problems in C++. For the pendulum, I've utilized a backstepping controller for solving the tracking task for the angular displacement and velocity. The results are 
$$
\ddot{\theta} + (k/m) \dot{\theta} + (g/L) \sin\theta= u 
$$
where $m=0.5, k=0.0001, L=.2$ and $g=9.81$.


The results are good. However, tuning the controller is time consuming. The majority of papers use genetic algorithms for tuning their controllers such as PD, PID, and backstepping controllers. I'm clueless in this field and I hope someone sheds some light on this concept, preferable if there is a MATLAB sample for at least controlling a simple pendulum.
So far I've designed a simple GUI in C++/Qt in order to tune the controller manually. In the below picture, the response of the controller for step function. 
 
",control
9187,Ultrasonic flow sensor,"The goal is to have a non-invasive flow meter that I can clamp over hydraulic lines.
As a student of hydraulics, I ended up looking and poking around for a good way to make an ultrasonic flow sensor with Arduino and possibly the hc-sr04. Not married to either idea. 
So, I admit, I know nothing, but is it possible to do this?
Is there an easier way?
",ultrasonic-sensors
9194,what determines the speed of quadrotor,"How to design a quadrotor which travels at particular maximum speed? and how to determine the power required for a quadrotor to hover?
",mobile-robot quadcopter power
9195,How to align solidworks global origin with assembly origin while exporting in solidworks to urdf,"I have created a robot model in solidworks and exported in solidworks to urdf plug-in. When exporting the co-ordinates of the model is misaligned which is causing problem while using in ROS.

As you could see in picture the Z-axis is horizontal in assembly whereas vertical in solidworks. How to align these co-ordinates. The generated co-ordinate system must be similar to solidworks' co-ordinates
PS: I have mated the assembly origin and base_link origin
",mobile-robot ros navigation odometry gazebo
9200,A Vector Field Histogram implementation in Python 2.7,"I am trying to implement the Vector Field Histogram as described by Borenstein, Koren, 1991 in Python 2.7 using the SciPy stack.
I have already been able to calculate the polar histogram, as described in the paper, as well as the smoothing function to eliminate noise. This variable is stored in a numpy array, named .
However, the function computeTheta, pasted below, which computes the steering direction, is only able to compute the proper direction if the valleys (i.e. consecutive sectors in the polar histogram whose obstacle density is below a certain threshold) do not contain the section where a full circle is completed, i.e. the sector corresponding to 360.
To make things clearer, consider these two examples: 

If the histogram contains a peak in the angles between, say, 330 and 30, with the rest of the histogram being a valley, then the steering direction will be computed correctly.
If, however, the peak is contained between, say, 30 and 60, then the valley will start at 60, go all the way past 360 and end in 30, and the steering direction will be computed incorrectly, since this single valley will be considered two valleys, one between 0 and 30, and another between 60 and 360.
def computeTheta(self, goal):
thrs = 2.
s_max = 18


#We start by calculating the sector corresponding to the direction of the target.
target_sector = int((180./np.pi)*np.arctan2(goal[1] - self.VCP[1], goal[0] - self.VCP[0]))
if target_sector < 0:
    target_sector += 360
target_sector /= 5

#Next, we assume there is no best sector.
best_sector = -1
dist_best_and_target = abs(target_sector - best_sector)

#Then,  we find the sector within a valley that is closest to the target sector.
for k in range(self.Hist.shape[0]):
    if self.Hist[k] < thrs and abs(target_sector - k) < dist_best_and_target:
        best_sector = k
        dist_best_and_target = abs(target_sector - k)

#If the sector is still -1, we return it as an error.
print (target_sector, best_sector)
if best_sector == -1:
    return -1

#If not, we can proceed...
elif best_sector > -1:
    #... by deciding whether the valley to which the best sector belongs is a ""wide"" or a ""narrow"" one.
    #Assume it's wide.
    type_of_valley = ""Wide""

    #If we find a sector that contradicts our assumption, we change our minds.
    for sector in range(best_sector, best_sector + s_max + 1):
        if sector < self.Hist.shape[0]:
            if self.Hist[sector] > thrs:
                type_of_valley = ""Narrow"" 

    #If it is indeed a wide valley, we return the angle corresponding to the sector (k_n + s_max)/2.
    if type_of_valley == ""Wide"":

        theta = 5*(best_sector + s_max)/2
        return theta

    #Otherwise, we find the far border of the valley and return the angle corresponding to the mean value between the best sector and the far border.
    elif type_of_valley == ""Narrow"":
        for sector in range(best_sector, best_sector + s_max):
            if self.Hist[sector] < thrs:
                far_border = sector

        theta = 5*(best_sector + far_border)/2
        return theta


How can I address this issue? Is there a way to treat the histogram as circular? Is there maybe a better way to write this function?
Thank you for your time.
",motion-planning python planning
9203,Helicopter Stabilization Algorithm,"I've hacked a rc helicopter, and I am able to control it by running a program on my computer. I am interested in writing algorithms that will stabilize the helicopter. For instance, the helicopter is hovering, and then if it is shoved off balance it can return to its previous position in a stable state. Any help on an algorithm would be awesome.
",algorithm stability
9206,iRobot Create: Making Noise and Flashing Red Light While Charging,"My iRobot Create is playing a tune about every 30 seconds and continuously flashing a red light when I attempt to charge it. What is the issue?
",irobot-create
9210,"What is the difference between planning for kinematic car, dynamic car, blimp and quadrotor","I am working with a sampling based planning library. When I looked into the implementation, I found for kinematic car a SE2 state space(x, y, yaw), for dynamic car a SE2 compound state space (space allowing composition of state spaces), for blimp and quadrotor a SE3 compound state space was used. I could understand the design of SE2 and SE3 state spaces but the compound state spaces of dynamic car, blimp and quadrotor I could not comprehend or differentiate.
what is the difference in terms of state space for motion planning for kinematic car, dynamic car, blimp and quadrotor?
",mobile-robot quadcopter motion-planning
9214,Wireless Mini Camera,"I am looking for a mini, wireless, chargeable, camera that can stream video in real time to my computer. I will put the mini camera on my helicopter and send the live video feed to my pic and make certain calculations to make the helicopter navigate in a certain way. Any help would be great.
",cameras
9218,Programming 4-digit seven segment display using interrupts only,"I have to program an autonomous bot (using an ATmega2560). It has a 4-digit seven segment display attached to it. I have to make the bot traverse through arena while continuously displaying the time in seconds on the seven segment display.
I can't use the code to display on seven segment display in my  function.
Any help? 
",interrupts
9225,How to communication with old robotic arms from NakkaNippon Electric?,"I have a few robotic manipulators from NakkaNippon Electric and I'm trying to communicate with them using RS232 without success. The robot model are microrobots 88-4 or 88-5.
I'm sending commands via COM port, but I can't received anything from the box. I'm using a USB-to-DB9 converter (FTDI) with a DB9-DB25 cable.
On the net, the only reference I have for the robot is from an old post from year 2000 that was from user @peterkneale.
If it can help, here is the link to the scanned PDF manual.
You can see the commands on page 23-24 of the pdf (page 21-22 in document). 
Any advice would be grateful
",robotic-arm
9226,Wind Flow Diagram Of A Quadcopter,"I'm trying to determine the wind flow diagram around a quad-copter when it is in action. I looked up on internet but couldn't find any reliable source.
By wind flow diagram what I mean is when my Quad-copter is in mid-air hovering at some fixed position. How the air is moving around it. All the directions are needed to be kept in mind, from Top to bottom ( Vertical direction) and also the Horizontal Direction.
Thank You.
",quadcopter dynamics
9227,Solar Cells Charging a Li-Po Battery,"Is there a way to charge a Li-Po battery using solar panels to increase the flight time of a quadcopter during its flight?
",quadcopter power
9228,Evaluating the similarity of two 7 Degree of Freedom Arms,"I am working on the Baxter robot where I have a first arm configuration and a bunch of other arm configurations, where I want to find the closest arm configuration to the first among the many other arm configurations. The trick here is that the end effector location/orientation is the exact same for all the arm configurations, they are just different ik solutions. Can anyone point me towards the right direction towards this? Thank you.
",robotic-arm inverse-kinematics
9232,How to interrupt on a data ready trigger when communications to the sensor are interrupt driven?,"Background: I'm using the L3GD20H MEMS gyroscope with an Arduino through a library (Pololu L3G) that in turn relies on interrupt-driven I2C (Wire.h); I'd like to be able to handle each new reading from the sensor to update the calculated angle in the background using the data ready line (DRDY). Currently, I poll the STATUS register's ZYXDA bit (which is what the DRDY line outputs) as needed.
General question: With some digital output sensors (I2C, SPI, etc.), their datasheets and application notes describe using a separate (out-of-band) hardware line to interrupt the microcontroller and have it handle new sets of data. But on many microcontrollers, retrieving data (let alone clearing the flag raising the interrupt line) requires using the normally interrupt-driven I2C subsystem of a microcontroller. How can new sensor data be retrieved from the ISR for the interrupt line when also using the I2C subsystem in an interrupt-driven manner?
Possible workarounds:

Use nested interrupts (as @hauptmech mentioned): re-enable I2C interrupt inside of ISR. Isn't this approach discouraged?
Use non-interrupt-driven I2C (polling)--supposedly a dangerous approach inside of ISRs. The sensor library used depends on the interrupt-driven Wire library.
[Edit: professors' suggestion] Use a timer to interrupt set to the sample rate of the sensor (which is settable and constant, although we measure it to be e.g. 183.3Hz rather than 189.4Hz per the datasheet). Handling the I2C transaction still requires re-enabling interrupts, i.e. nested interrupts or performing I2C reads from the main program.

[Edit:] Here's a comment I found elsewhere on a similar issue that led me to believe that the hang encountered was from I2C reads failing inside an interrupt handler:  

during the ISR (Interrupt Service Routine) I was trying to read the
  device to determine which bit changed. Bad idea, this chip uses the
  I2C communications which require interrupts, but interrupts are turned
  off during an ISR and everything goes kinda south.

",arduino microcontroller gyroscope i2c interrupts
9233,Uncented Kalman Filter for Dummies,"I need some help here because I can't figure how the Unscented Kalman Filter works.
I've searched for examples but all of them are too hard to understand.
Please someone can explain how it works step by step with a trivial example like position estimation, sensor fusion or something else?
",kalman-filter
9234,Syncing camera with other signals,"I am not sure if this is the best place to ask this question, but hopefully someone here can give me some advice. I have a device hooked up to a data acquisition system that can provide sync out signal and record sync in signals. I need to synchronize my recordings with this device to a video feed. I am having trouble finding a camera that can provide a sync signal or any other good way to accomplish this. Thanks for your help.
",sensors cameras
9236,Controlling Hubsan X4 with Crazyflie USB Dongle,"I have the Crazyflie USB dongle and it works with the Python Crazyflie software, and the USB dongle can control the Crazyflie drones as well as other drones that operate on 2.4 ghz. How can I get the dongle and software to work with the Hubsan X4? Any help would be great.
The link for the USB dongle and software:


",python
9239,Cartesian space velocity profile to minimize jerk,"I am working with a 6 DOF manipulator. Currently I have implemented a simple velocity controler along a fixed direction on xyz space. I control the xyz space velocity (xdot) by using a predefined velocity profile against time. 
Joint values are updated based on the defined velocity profile.
Assume I want to move robot along a direction parallel to z axis, I define a trapezoidal velocity profile (z dot) over time as following, 
In the robot controller program, I convert this (z dot) to velocity at a time in joint space by multiplying by inverse of jacobian. In this way I can move robot as needed.
My question is how we can define the above velocity profile over time, so that the total jerk in joints over time is minimized ?
Your help is really appreciated.
",control robotic-arm manipulator
9240,Simulation software for KUKA LBR iiwa robot?,"I have been working with KUKA LBR iiwa 7 R800 robot, with the KUKA's IDE, which is the 'Sunrise.Workbench'. Since it does not have any virtual platform to verify the code (simulate), it's been quite difficult, as I need to test each code by deploying to the robot.
Can anyone suggest if there is any simulation software available where I can test the code written using the Robotics API in Sunrise.Workbench?
I came across V-REP simulation software, but, not sure if I can use my code in the workbench platform.
Appreciate if anyone can shed some light on it.
Thanks in advance.
",robotic-arm simulation
9241,Use MATLAB Compiler SDK generated package in KUKA Sunrise.Workbench,"The MATLAB Compiler SDK allows to create a wrapper for a MATLAB function which can be accessed by Java software. Based on my understanding, KUKA's Sunrise.Workbench IDE uses most of the standard Java functions. 
I was trying to read the package generated using the MATLAB Compiler SDK (the new version of MATLAB Builder JA) into the workbench platform. I could successfully read the package into Eclipse IDE, but not into Workbench.
The reason for using the Compiler SDK is that, I have some functions is MATLAB, and I want to use the same in the workbench programming.
Does anyone have experience with the same? Appreciate any help.
",matlab robotc
9243,How is it possible to decouple Mimo transfer function of robot to multi Siso system,"Here there is a Mimo transfer function with size of 3*7 (3 inputs and 7 outputs).

Is it possible to decouple the interaction between the loops and how can we get multi Siso system from G ?
",control
9244,ROS tutorials no longer working,"Has anyone ever run into a case where a fresh install of ROS cannot run its tutorial packages?
I am running ROS Indigo on an nVidia Jetson TK1, using the nVidia-supplied Ubuntu image. I just did a fresh install, Ubuntu and ROS, just to keep things clean for this project. I am building a kind of 'demo-bot' for some students I will be teaching; it will use both the demo files and some of my own code. Now, after setting things up, I try to run the talker tutorial just to check to make sure that everything is running, and rospack is pretty sure that the tutorials don't exist.
For example, inputting this into the terminal

Outputs
[rospack] Error: package 'rospy_tutorials' not found

This is the case for every tutorial file; python and C++. Now, I am sure the tutorials are installed. I am looking right at them in the file system, installed from the latest versions on github. So I think it is something on ROS' side of things.
Has anyone ever bumped into something similar before, where a ROS package that supposedly was installed correctly isn't found by ROS itself? I would rather not have to reinstall again if I can avoid it.
EDIT #1
After playing with it some more, I discovered that multiple packages were not running. All of them - some turtlebot code, and some of my own packages - returned the same error as above. So I suspect something got messed up during the install of ROS.
roswtf was able to run, but it did not detect any problems. However, going forward.
EDIT #2
I double checked the bashrc file. One export was missing, for ROS directory I was trying to work within. Adding it did not solve the problem. 
I am still looking for a solution, that hopefully does not involve reflashing the TK1.
EDIT #3
Alright, so I've been poking at this for a few days now and pretty much gave up trying to get ROS to work correctly, and decided a re-flash was necessary. But I think I found something when I booted up my host machine. In my downloads folder, I have the v2.0 and the v1.2 JetPack. I know I used the v2.0 for this latest install, and it has been the only time I have used it (it provides some useful updates for OpenCV and bug fixes, among other things). I'm going to re-flash using the v1.2 JetPack this time, see if things behave better with ROS under that version. Its a long shot, but it is all I have to work with at the moment, and it shouldn't lose any ROS capabilities (aside from some of the stuff I wanted to do with OpenCV). I'll update everyone if that seems to work.
EDIT #4
Ok, everything seems to be working now. The problem does seem to be an issue with Jetpack v2.0. I suspect that some change, somewhere between v1.2 and v2.0 (made to accommodate the new TX1 board), messes with running ROS indigo on a TK1. I'm going to be a more detailed explanation in an answer to this question.
",ros
9246,simulation of robots,"I am designing a new mechanism similar to robot arm. It would be a 6 or 7 axis with arms but not the same with traditional articulated arms. As a result, new DH matrix,and inverse kinematics involve. I would like to consult the robot professionals in this forum that do you suggest any simulation tool of this mechanism?
I plan to start with start and end points. Then I will do a trapezoid velocity plan and take sample points with sampling time along the path. After that, I would like to transfer these sampling points to motor joints by DH matrix and inverse kinematics. Finally I would do some basic 3D animation to visualize the movement temporally. I do not plan to simulate controller behavior because in my application motor drivers deal with it. I only need to focus on sending reasonable commands to motor drivers. 
In my opinion, Matlab, octave, VC++, and some third-party tools are candidates. Starting from ground zero would be a time-consuming work. I would appreciate if any experts can share a tool or open source code from his or her experience. I did some search on Matlab robotics toolbox but I am not sure if it fits my need because it is expensive and optimized for ROS. In Octave there are also some robotics toolbox but I am not sure about what it can do and what it cannot. 
",robotic-arm matlab simulation c
